mmsi,shipname,callsign,flag,imo,first_timestamp,last_timestamp,Origin_Port,Destination_Port
514266000.0,MINGFENG,XUDF5,KHM,8214827.0,2012-01-01T03:34:03Z,2015-11-23T23:15:02Z,Busan,Kolkata
514957000.0,HAISUN158,XUCF6,KHM,9011911.0,2012-02-10T06:10:51Z,2013-05-12T03:08:38Z,Yantian,Mumbai
514298000.0,MINGHANG8,XUJF6,KHM,8224432.0,2014-09-09T07:46:27Z,2015-11-15T05:12:12Z,Ningbo,Kolkata
515183000.0,YONGXIANG8,XUCX2,KHM,8609280.0,2012-01-09T05:41:09Z,2015-11-19T12:16:12Z,Ningbo,Visakhapatnam
515777000.0,QIHANG,XUCT6,KHM,8609292.0,2012-01-02T07:53:21Z,2015-12-30T22:28:58Z,Jebel Ali,JNPT
514211000.0,HAI CHI 3,XUDU6,KHM,8649151.0,2012-02-01T02:50:53Z,2013-10-08T20:19:43Z,Yantian,JNPT
514740000.0,HAIFENG66,XUEC2,KHM,7809390.0,2012-03-15T18:17:46Z,2014-11-19T01:07:52Z,Colombo,Kolkata
667401500.0,HAIFENG66,XUEC2,KHM,7809390.0,2012-03-14T18:07:18Z,2012-03-15T06:30:38Z,Jebel Ali,Visakhapatnam
515175000.0,NADIZ,XUFB6,KHM,9101871.0,2012-08-25T03:21:57Z,2017-04-27T05:06:39Z,Colombo,Kolkata
515557000.0,HENGXING1,XUPA8,KHM,8834421.0,2012-01-03T15:17:45Z,2013-06-24T04:10:37Z,Busan,Kolkata
515717000.0,RUI HANG,XUFX9,KHM,8426975.0,2012-01-06T01:22:34Z,2015-11-11T02:21:03Z,Yantian,Mumbai
515887000.0,KAMANGA,XUJW9,KHM,7614812.0,2012-01-01T11:48:51Z,2015-07-10T15:16:13Z,Ningbo,Visakhapatnam
528565426.0,FOR SHINE 1,T3HM2,KIR,8891302.0,2014-05-10T18:22:48Z,2018-03-05T06:56:49Z,Ningbo,Mumbai
529614000.0,FOR SHINE 1,T3HM2,KIR,8891302.0,2013-06-08T01:31:41Z,2015-07-27T10:12:37Z,Yantian,Mundra
529089000.0,SHIN HO CHUN 101,T3LR,KIR,9220653.0,2012-01-01T03:19:17Z,2015-07-17T05:09:38Z,Shanghai,Mumbai
529623000.0,RETRIEVER,T3HW2,KIR,9109500.0,2013-06-16T09:31:12Z,2016-10-14T22:27:41Z,Qingdao,Visakhapatnam
529523000.0,SEA GLORY,T3DS2,KIR,9009695.0,2012-11-18T08:51:50Z,2015-07-31T15:49:03Z,Shanghai,Kolkata
312413000.0,QIAO TAI,T3PM2,KIR,9677595.0,2014-09-22T01:42:25Z,2014-09-22T06:31:57Z,Qingdao,JNPT
529758000.0,QIAO TAI,T3PM2,KIR,9677595.0,2014-09-22T06:44:17Z,2016-06-12T02:42:56Z,Busan,Mumbai
529844000.0,ZHONGZHOU1,T3TB2,KIR,9044358.0,2015-08-11T07:35:12Z,2016-12-08T00:53:33Z,Shanghai,Mumbai
529764000.0,WEI SHUN,T3PT2,KIR,8312655.0,2014-08-21T07:32:11Z,2016-10-27T00:52:46Z,Ningbo,Mundra
529620000.0,PUNTORUSSO,T3HT2,KIR,8612304.0,2013-05-31T12:16:50Z,2016-02-12T11:44:09Z,Busan,Mundra
529485000.0,SYOTA MARU,T3CC2,KIR,9087908.0,2012-08-19T16:01:36Z,2015-11-02T22:48:15Z,Yantian,JNPT
529105000.0,TAIFU3,T3MH,KIR,7927453.0,2012-01-25T04:13:48Z,2016-12-06T02:01:53Z,Jebel Ali,Kolkata
529529000.0,CHAN HAN NO.6,T3DY2,KIR,7812074.0,2012-10-18T04:18:09Z,2015-07-17T07:25:21Z,Singapore,Kolkata
529120000.0,WIN UNI,T3MY,KIR,7302299.0,2013-04-17T00:30:15Z,2017-10-20T21:12:37Z,Yantian,Mumbai
529567000.0,YUN RUN,T3FN2,KIR,9003756.0,2013-01-31T05:30:36Z,2018-06-30T20:21:44Z,Colombo,Visakhapatnam
529642000.0,MELTEMI,T3JR2,KIR,9172442.0,2013-07-11T17:37:25Z,2016-06-02T06:35:29Z,Ningbo,Kolkata
529604000.0,PS REEFER,T3HB2,KIR,8221947.0,2013-04-18T03:18:26Z,2015-07-21T23:59:48Z,Jebel Ali,Chennai
529558000.0,NAFTILOS,T3FD2,KIR,8503723.0,2013-04-07T09:27:27Z,2018-02-02T07:58:38Z,Yantian,JNPT
529874000.0,MING FENG,T3UH2,KIR,8214827.0,2015-11-25T23:14:08Z,2017-11-15T03:38:46Z,Shanghai,Mundra
529304000.0,SEIWA,T3VQ,KIR,9021277.0,2012-01-02T17:56:17Z,2015-03-26T06:30:24Z,Jebel Ali,JNPT
529052000.0,FORTUNA REEFER,T3KB,KIR,7908770.0,2012-01-01T10:40:04Z,2016-07-03T17:36:38Z,Jebel Ali,Chennai
529132000.0,YUNG DA FA 101,T3NL,KIR,8508840.0,2012-01-01T03:18:33Z,2015-04-26T05:50:03Z,Shanghai,Mundra
454215600.0,MIN TAI LENG,T3HD2,KIR,8627309.0,2014-11-29T11:38:01Z,2014-12-02T01:26:01Z,Colombo,Chennai
529606000.0,MIN TAI LENG,T3HD2,KIR,8627309.0,2013-05-31T02:51:31Z,2014-11-27T23:02:03Z,Singapore,JNPT
529445000.0,TAI XING,T3AL2,KIR,8210273.0,2012-01-01T00:36:38Z,2015-01-31T01:16:33Z,Yantian,Mumbai
529605000.0,XIN RUI,T3HC2,KIR,9065534.0,2013-11-08T05:46:04Z,2018-06-30T23:59:17Z,Yantian,Chennai
372177000.0,KRASKINO,3EPS9,KIR,8906808.0,2012-01-01T05:31:18Z,2015-07-09T01:59:33Z,Colombo,Visakhapatnam
529382000.0,SEA STAR,T3YU,KIR,8914221.0,2012-01-01T03:14:31Z,2015-11-13T01:58:01Z,Shanghai,Mundra
529346000.0,FULL KUO SHIN,T3XH,KIR,8604967.0,2012-01-24T04:36:03Z,2017-10-01T02:21:23Z,Shanghai,Mumbai
529615000.0,HAI SHUN 158,T3HN2,KIR,9011911.0,2013-06-13T05:44:29Z,2015-09-18T05:17:31Z,Singapore,Chennai
529086000.0,SHIN HO CHUN 102,T3LN,KIR,9262182.0,2012-01-01T01:40:17Z,2015-07-09T02:37:49Z,Colombo,JNPT
529607000.0,HAN XING,T3HE2,KIR,9586332.0,2013-05-11T02:07:04Z,2015-09-30T22:20:14Z,Qingdao,Chennai
667003111.0,HAN XING,T3HE2,KIR,9586332.0,2013-05-08T07:36:55Z,2013-05-11T01:11:38Z,Qingdao,Mumbai
529096000.0,TAI FU NO.1,T3LY,KIR,7908976.0,2012-01-03T16:39:35Z,2015-08-31T05:28:44Z,Singapore,Mumbai
529087000.0,LAKE HILL,T3LP,KIR,8028955.0,2012-01-01T22:06:56Z,2015-07-21T00:57:40Z,Ningbo,JNPT
529578000.0,YUN RUN 3,T3FZ2,KIR,9161613.0,2013-02-22T07:59:24Z,2016-02-24T23:52:39Z,Yantian,JNPT
529650000.0,HAO XIANG,T3JZ2,KIR,7812062.0,2013-09-03T13:09:51Z,2015-10-27T07:05:48Z,Colombo,Kolkata
529650006.0,HAO XIANG,T3JZ2,KIR,7812062.0,2013-08-27T07:36:10Z,2013-09-02T12:28:25Z,Singapore,Mumbai
529837000.0,WEI LI,T3SU2,KIR,7726706.0,2015-07-08T02:53:28Z,2016-09-30T01:03:34Z,Ningbo,JNPT
529161000.0,HANYI2,T3PR,KIR,8024935.0,2012-01-11T06:46:51Z,2012-02-23T04:26:04Z,Qingdao,Mundra
529092000.0,SUN BIG NO.3,T3LU,KIR,7352804.0,2012-01-01T03:27:35Z,2014-06-28T07:46:55Z,Qingdao,Mumbai
529101000.0,HUA JIAN 1,T3MD,KIR,7908732.0,2012-05-27T01:07:53Z,2018-06-25T04:08:43Z,Qingdao,Mumbai
530149576.0,HUA JIAN 1,T3MD,KIR,7908732.0,2012-01-01T12:02:43Z,2012-05-10T10:59:49Z,Colombo,Kolkata
529268000.0,HUA JIAN 109,T3UC,KIR,7929762.0,2012-04-11T05:31:10Z,2018-06-11T23:33:52Z,Ningbo,JNPT
529354000.0,HUA JIAN 107,T3XR,KIR,8421298.0,2012-01-03T12:04:32Z,2018-02-26T23:55:23Z,Busan,Mumbai
529608000.0,PING DA 7,T3HF2,KIR,9441960.0,2013-05-01T06:48:16Z,2014-03-26T01:10:25Z,Shanghai,Kolkata
529781000.0,ZHONGXIANG,T3QL2,KIR,8814299.0,2014-10-23T22:07:50Z,2016-06-30T15:25:33Z,Jebel Ali,Chennai
341049000.0,FRIO ARKHANGELSK,V4KI2,KNA,8860444.0,2012-01-30T11:02:20Z,2017-12-27T21:08:30Z,Ningbo,Mumbai
341104000.0,FRIO VLADIVOSTOK,V4XE2,KNA,9175274.0,2014-01-03T16:22:11Z,2015-04-22T12:25:41Z,Shanghai,Kolkata
341759000.0,FRIO PETROPAVLOVSK,V4RV2,KNA,9076258.0,2013-03-11T14:04:02Z,2017-11-07T15:54:51Z,Qingdao,Mundra
341092000.0,AQUAMARINE,V4DO,KNA,7719595.0,2012-01-03T13:00:56Z,2014-01-27T12:19:26Z,Qingdao,JNPT
341891000.0,HARENGUS,V4WE2,KNA,8920983.0,2013-10-25T08:30:41Z,2016-11-16T08:46:11Z,Shanghai,JNPT
341889000.0,NOVA CALEDONIA,V4WD2,KNA,8518807.0,2013-11-05T06:25:17Z,2018-06-30T21:11:38Z,Shanghai,Kolkata
341307000.0,NOVIY SVET,V4OQ2,KNA,8509557.0,2012-09-16T14:25:25Z,2017-03-27T13:26:08Z,Colombo,Mumbai
341307003.0,NOVIY SVET,V4OQ2,KNA,8509557.0,2015-07-31T10:40:37Z,2015-11-03T04:59:21Z,Shanghai,Mundra
341307004.0,NOVIY SVET,V4OQ2,KNA,8509557.0,2015-11-13T07:56:43Z,2015-11-16T05:02:35Z,Busan,JNPT
341307007.0,NOVIY SVET,V4OQ2,KNA,8509557.0,2015-06-08T16:58:29Z,2015-11-12T06:38:49Z,Jebel Ali,Mumbai
341091000.0,SUNNY LINA,V4JU2,KNA,7826142.0,2012-01-28T00:02:39Z,2017-10-19T01:36:00Z,Yantian,Mumbai
341464000.0,ATLANTICREEFER,V4KJ3,KNA,8817186.0,2016-01-13T06:35:38Z,2017-12-18T02:14:37Z,Singapore,Chennai
314099000.0,ATLANTICLADY,V4JY2,KNA,8500630.0,2016-08-05T11:32:06Z,2016-08-08T07:01:33Z,Colombo,Visakhapatnam
341099000.0,ATLANTIC LADY,V4JY2,KNA,8500630.0,2012-01-15T20:26:37Z,2018-03-22T09:49:07Z,Qingdao,JNPT
341838000.0,RANGIROA,V4ET3,KNA,8210259.0,2014-11-26T12:47:21Z,2018-03-07T12:02:03Z,Singapore,Visakhapatnam
341384000.0,REINA,V4TY2,KNA,8202226.0,2013-06-10T10:49:24Z,2017-05-04T17:00:04Z,Qingdao,Visakhapatnam
341353000.0,SPRING BAY,V4ZK2,KNA,8604606.0,2014-04-15T21:19:53Z,2016-09-10T10:10:52Z,Colombo,Kolkata
341009000.0,FRIO MURMANSK,V4KD2,KNA,8845717.0,2012-01-24T06:40:22Z,2018-06-30T23:44:42Z,Jebel Ali,Chennai
341244000.0,NOVAYA ZEMLYA,V4TT2,KNA,8514796.0,2013-06-09T09:36:11Z,2018-02-23T07:03:18Z,Jebel Ali,Visakhapatnam
341095000.0,SUNNY LISA,V4JW2,KNA,7359278.0,2012-02-14T21:45:30Z,2018-06-30T23:31:40Z,Jebel Ali,Mumbai
341443000.0,HAI FENG 898,V4UF2,KNA,8420751.0,2013-06-28T11:11:09Z,2018-06-12T11:07:04Z,Singapore,JNPT
341537000.0,BEAM,V4BH3,KNA,8408258.0,2014-09-12T07:10:56Z,2018-05-30T14:04:03Z,Singapore,JNPT
441723000.0,SAEHAN STELLAR,DSML2,KOR,9016698.0,2012-01-03T16:44:31Z,2016-06-01T01:21:26Z,Colombo,Mundra
440116610.0,KWANGMYUNG111,DSF100,KOR,8420957.0,2012-10-02T19:59:51Z,2018-06-30T02:55:18Z,Shanghai,Visakhapatnam
440906000.0,TAELIM JASMINE,DSPF5,KOR,8708191.0,2012-08-22T23:30:42Z,2018-06-30T16:05:55Z,Colombo,Chennai
441923000.0,SEIN STAR,DSRN5,KOR,8319029.0,2013-05-10T06:34:32Z,2018-06-19T22:22:46Z,Jebel Ali,Mundra
440241000.0,SEIN VENUS,D7NH,KOR,9003146.0,2014-04-28T05:00:43Z,2017-08-01T03:39:26Z,Busan,Chennai
440220000.0,ORION NO.1,D7NA,KOR,8520496.0,2014-03-28T01:45:47Z,2017-03-15T05:13:56Z,Colombo,Visakhapatnam
440014000.0,LAKE NOVA,D7AL,KOR,9009669.0,2015-07-29T06:13:48Z,2018-06-30T23:52:39Z,Busan,Visakhapatnam
441949000.0,GREEN CAPE,DSMA5,KOR,8800224.0,2015-11-03T08:37:03Z,2018-06-30T23:14:23Z,Shanghai,Visakhapatnam
440217000.0,BADARO,D7MZ,KOR,9163439.0,2014-03-26T00:55:08Z,2018-06-30T23:12:04Z,Yantian,JNPT
440102000.0,TORAH,DSRO9,KOR,8815023.0,2013-09-03T13:10:15Z,2017-12-05T02:19:59Z,Singapore,Visakhapatnam
440214000.0,SEIN QUEEN,D7MY,KOR,8807430.0,2014-04-02T03:42:11Z,2018-06-30T21:00:37Z,Singapore,JNPT
440057000.0,KHOROL,D7MH,KOR,8904068.0,2013-10-30T02:26:04Z,2015-01-17T12:53:17Z,Qingdao,Kolkata
440057000.0,OCEAN JIN,D7MH,KOR,8904068.0,2015-02-07T02:19:08Z,2018-04-11T03:59:10Z,Shanghai,Mumbai
440222000.0,LAKE CASTLE,D7NB,KOR,9004657.0,2014-04-16T17:07:33Z,2018-06-30T23:58:09Z,Singapore,Mundra
440686000.0,DHARA,D7WB,KOR,8904941.0,2017-01-04T00:28:50Z,2018-06-30T23:49:11Z,Shanghai,Kolkata
440046000.0,SEIWA,DSMA2,KOR,9021277.0,2015-08-19T08:09:17Z,2018-06-30T20:48:10Z,Qingdao,JNPT
440170000.0,OCEAN CHO,D7BO,KOR,8906808.0,2015-07-04T06:34:04Z,2018-06-30T22:41:24Z,Jebel Ali,Mundra
440257000.0,FRIO ANTARCTIC,D7NU,KOR,8807466.0,2014-09-03T16:06:26Z,2016-01-12T04:19:03Z,Yantian,Kolkata
441834000.0,IRIS,DSRH3,KOR,8513039.0,2012-02-11T11:09:28Z,2015-09-15T01:10:33Z,Busan,Mundra
441725000.0,SEIN OCEAN,DSMN2,KOR,8312461.0,2012-01-04T10:02:19Z,2016-04-03T05:45:39Z,Jebel Ali,JNPT
440097000.0,SEIN SKY,DSRO7,KOR,8813623.0,2013-08-19T23:08:30Z,2018-06-25T22:27:08Z,Singapore,Kolkata
440101000.0,MONONOK,DSRO8,KOR,8911607.0,2013-08-28T06:11:44Z,2018-06-30T23:39:14Z,Jebel Ali,Mumbai
440113000.0,PHAROSTAR,D7MK,KOR,9087910.0,2013-12-23T13:14:59Z,2018-06-30T23:54:33Z,Busan,Mundra
440116000.0,SALTLAKE,D7MG,KOR,8603121.0,2013-11-21T06:08:08Z,2018-06-30T23:29:00Z,Busan,Mumbai
440196000.0,LAKE SUCCESS,D7MQ,KOR,8702630.0,2014-03-26T04:48:21Z,2018-06-27T08:15:16Z,Busan,JNPT
440237000.0,OCEANUS,D7NG,KOR,9194919.0,2014-05-02T13:09:21Z,2018-06-22T22:04:37Z,Ningbo,Mumbai
440283000.0,SEIYU,D8DK,KOR,9172909.0,2015-01-28T05:42:52Z,2018-06-30T23:53:23Z,Qingdao,Chennai
440523000.0,LAKE GLORY,DSOC6,KOR,8204597.0,2012-01-21T06:20:19Z,2018-06-30T23:55:09Z,Singapore,Chennai
440571000.0,SEIHO,D7XP,KOR,8909680.0,2017-07-11T04:13:54Z,2018-06-30T23:14:51Z,Yantian,Visakhapatnam
440664000.0,SL BOGO,DSOZ2,KOR,8815009.0,2012-01-01T00:02:19Z,2018-06-30T23:21:12Z,Ningbo,JNPT
441032000.0,SEA MANSION,DSOP5,KOR,8808161.0,2012-01-23T23:44:34Z,2015-09-03T04:55:12Z,Colombo,Mumbai
441032000.0,SEI SHIN,DSOP5,KOR,8808161.0,2015-09-03T05:13:09Z,2018-06-29T08:59:47Z,Shanghai,Mumbai
441034000.0,SUN FLOWER 7,DSPI5,KOR,8513871.0,2012-01-01T08:52:17Z,2018-06-30T23:59:35Z,Qingdao,Chennai
441034047.0,SUN FLOWER 7,DSPI5,KOR,8513871.0,2014-05-24T02:36:25Z,2014-06-05T12:20:06Z,Yantian,Chennai
441240000.0,SL ARCHI,DSOR5,KOR,8712398.0,2012-01-02T15:53:38Z,2018-06-30T23:08:03Z,Jebel Ali,Kolkata
441377000.0,CHERRY STAR,DSNK2,KOR,9015840.0,2012-01-04T11:55:46Z,2018-06-18T01:59:41Z,Shanghai,Kolkata
441418000.0,SEIBU,D7HD,KOR,9684067.0,2016-12-14T05:16:12Z,2018-06-30T23:54:11Z,Singapore,Mundra
441690000.0,SOHOH,DSQS6,KOR,9209245.0,2012-01-03T16:51:49Z,2018-06-30T22:09:19Z,Yantian,Mumbai
441720000.0,LAKE WIN,DSQW2,KOR,9020780.0,2012-01-01T01:21:23Z,2018-06-30T20:26:29Z,Yantian,Kolkata
441723000.0,SEIN FRONTIER,D7AX,KOR,9051789.0,2016-06-01T01:28:14Z,2018-06-30T23:44:17Z,Ningbo,JNPT
441759000.0,SEIN SUN,DSQY9,KOR,8415859.0,2012-01-08T09:11:38Z,2018-06-30T23:14:26Z,Busan,Chennai
441822000.0,KATAH,DSRG3,KOR,9105360.0,2012-01-01T08:56:32Z,2018-06-30T23:48:55Z,Qingdao,Visakhapatnam
636015529.0,IERAX,D5BH5,LBR,,2018-04-01T03:13:30Z,2018-04-01T13:57:03Z,Jebel Ali,Kolkata
636014564.0,IBERIANREEFER,A8UV5,LBR,8819287.0,2012-01-03T10:16:19Z,2013-09-21T15:20:10Z,Busan,Kolkata
3530564.0,BAYPHOENIX,A8OE5,LBR,9047271.0,2018-06-25T02:30:55Z,2018-06-30T12:57:31Z,Jebel Ali,Visakhapatnam
8442807.0,BAY PHOENIX,A8OE5,LBR,9047271.0,2013-06-09T18:35:45Z,2013-07-04T20:31:55Z,Busan,Mundra
636015543.0,BAY PHOENIX,A8OE5,LBR,9047271.0,2012-03-01T14:58:49Z,2014-11-06T12:59:31Z,Jebel Ali,Kolkata
636018500.0,BAY PHOENIX,A8OE5,LBR,9047271.0,2018-02-18T06:26:20Z,2018-06-25T02:16:51Z,Ningbo,Mundra
636092423.0,BAY PHOENIX,A8OE5,LBR,9047271.0,2014-11-06T13:05:34Z,2018-02-16T17:56:32Z,Singapore,Mundra
636092399.0,POLARSTREAM,D5BR6,LBR,9189885.0,2012-03-01T10:09:26Z,2018-06-30T23:56:01Z,Singapore,Mundra
352786000.0,SIERRAMEDOC,3FRE3,LBR,9076246.0,2012-02-21T10:00:27Z,2012-06-08T16:08:09Z,Shanghai,JNPT
636011904.0,CAPE BLOSSOM,A8CC2,LBR,9035072.0,2012-01-07T15:50:11Z,2013-01-16T12:17:45Z,Singapore,Mundra
636017251.0,SIERRA LAUREL,D5JZ8,LBR,9163403.0,2015-10-26T14:22:44Z,2018-03-29T08:08:15Z,Shanghai,Kolkata
636014563.0,ITALIANREEFER,A8UV4,LBR,8920983.0,2012-01-01T00:04:20Z,2013-10-25T07:32:39Z,Colombo,Kolkata
636017004.0,SIERRA QUEEN,D5IV7,LBR,9127928.0,2015-06-05T12:51:15Z,2018-06-30T23:46:26Z,Singapore,Chennai
636016700.0,GREEN GLACIER,D5HI8,LBR,9004401.0,2014-10-17T14:52:04Z,2018-06-30T21:09:21Z,Colombo,Kolkata
636016998.0,GREEN CONCORDIA,D5IV3,LBR,9011038.0,2015-05-13T12:58:25Z,2018-06-30T23:57:37Z,Yantian,Mumbai
636091097.0,PRINCE OF TIDES,A8JI4,LBR,9061198.0,2012-01-01T10:58:02Z,2017-01-25T00:39:31Z,Yantian,Mundra
636014471.0,TAGANROGSKIY ZALIV,A8UC4,LBR,9016973.0,2012-01-03T12:37:41Z,2016-10-29T22:48:22Z,Busan,JNPT
636015529.0,PRINCE OF SOUNDS,A8OE6,LBR,9053957.0,2012-03-27T18:09:35Z,2016-11-07T12:29:06Z,Shanghai,Visakhapatnam
636091464.0,PRINCE OF SOUNDS,A8OE6,LBR,9053957.0,2012-01-01T09:24:40Z,2014-06-15T13:40:42Z,Qingdao,Kolkata
636015528.0,PRINCEOFSTREAM,A8OE7,LBR,9073268.0,2012-02-15T21:53:42Z,2016-11-12T06:56:30Z,Busan,Mundra
636091465.0,PRINCEOFSTREAM,A8OE7,LBR,9073268.0,2012-01-01T02:50:59Z,2012-02-10T02:25:24Z,Singapore,Kolkata
636009737.0,FRIO IONIAN,ELPE2,LBR,9014793.0,2012-01-11T20:15:49Z,2016-09-16T12:59:51Z,Singapore,JNPT
636017010.0,NOVA STELLA,D5IW5,LBR,8517358.0,2015-05-21T03:21:57Z,2017-01-09T08:20:37Z,Ningbo,Visakhapatnam
636016916.0,GREEN TOLEDO,D5IJ6,LBR,9015785.0,2015-03-18T07:35:56Z,2018-06-30T21:40:30Z,Yantian,Mumbai
636018009.0,REINA,D5NT7,LBR,8202226.0,2017-05-04T17:03:45Z,2018-06-30T17:31:19Z,Yantian,Kolkata
636017561.0,ZHONG ZHOU 1,D5LO2,LBR,9044358.0,2016-12-08T01:12:58Z,2018-06-29T19:11:21Z,Jebel Ali,Mumbai
636017752.0,WEI SHUN,D5MO2,LBR,8312655.0,2016-11-11T01:16:55Z,2018-06-30T19:51:41Z,Busan,Mumbai
636013523.0,MARINEPHOENIX,A8NM7,LBR,9072824.0,2012-01-14T04:06:46Z,2015-01-29T16:55:19Z,Ningbo,Mundra
636012747.0,CHILESTAR,A8HP4,LBR,9017276.0,2012-01-07T06:14:38Z,2015-01-31T23:19:32Z,Shanghai,Kolkata
636091652.0,HIMALAYABAY,A8OL7,LBR,8908193.0,2012-01-05T04:59:39Z,2014-12-02T15:49:15Z,Qingdao,JNPT
636012261.0,FRIO OLYMPIC,A8EJ6,LBR,8801802.0,2012-01-01T09:20:58Z,2017-01-05T06:50:37Z,Colombo,Kolkata
636017709.0,WEI LI,D5MI8,LBR,7726706.0,2016-09-30T02:19:23Z,2017-12-15T18:26:27Z,Qingdao,Chennai
636017396.0,TAIHO MARU,D5KS2,LBR,9459591.0,2016-02-08T01:04:09Z,2018-06-30T23:59:50Z,Qingdao,Mundra
636013976.0,DAMACOFRANCIA,A8QO5,LBR,8813623.0,2012-01-05T10:50:10Z,2013-08-19T06:13:22Z,Ningbo,Kolkata
636011004.0,CAPE BELLE,ELWE4,LBR,9051789.0,2012-01-02T22:32:44Z,2016-06-01T01:10:14Z,Busan,Chennai
529781000.0,ZHONG XIANG,D5LN5,LBR,8814299.0,2016-05-11T15:39:20Z,2016-06-30T15:25:33Z,Ningbo,Mumbai
636017556.0,ZHONG XIANG,D5LN5,LBR,8814299.0,2016-06-30T15:30:01Z,2018-05-17T11:29:38Z,Singapore,Kolkata
636017162.0,GENTA MARU,D5JO9,LBR,9620384.0,2015-10-27T06:03:36Z,2018-06-30T23:09:24Z,Qingdao,JNPT
636017468.0,TENHO MARU,D5LC4,LBR,9128764.0,2016-04-11T05:01:13Z,2018-06-30T21:26:52Z,Singapore,JNPT
636017161.0,MEITA MARU,D5JO8,LBR,9071583.0,2015-09-16T02:56:33Z,2018-06-30T23:17:12Z,Jebel Ali,Mundra
636017275.0,VICTORIA II,D5KD3,LBR,9140097.0,2015-12-26T17:24:10Z,2018-06-30T22:07:43Z,Singapore,Mundra
636017301.0,FUTAGAMI,D5KG4,LBR,9105293.0,2016-02-04T01:46:04Z,2018-06-30T23:54:13Z,Ningbo,Mumbai
636017359.0,SHOTA MARU,D5KN7,LBR,9194892.0,2016-06-14T00:31:32Z,2018-06-30T23:55:15Z,Ningbo,Chennai
636017108.0,CHIKUMA,D5JI4,LBR,9666493.0,2015-09-24T11:21:34Z,2018-06-29T13:22:59Z,Singapore,Kolkata
636010125.0,ELBRUS,ELRD7,LBR,8916229.0,2012-01-01T02:22:56Z,2018-06-30T23:55:41Z,Jebel Ali,Kolkata
636013146.0,ACONCAGUA BAY,A8KY9,LBR,9019652.0,2012-01-02T15:41:17Z,2018-06-30T23:59:38Z,Busan,Kolkata
636013148.0,EVEREST BAY,A8KZ3,LBR,8911073.0,2012-01-09T22:11:27Z,2018-06-27T23:04:47Z,Ningbo,JNPT
636013153.0,WHITNEY BAY,A8KZ8,LBR,8911085.0,2012-02-04T20:37:09Z,2018-06-30T23:50:31Z,Busan,Kolkata
636013649.0,HUMBOLDT BAY,A8OL4,LBR,8907888.0,2012-01-02T20:07:28Z,2018-06-30T22:15:12Z,Qingdao,Chennai
636013651.0,FUJI BAY,A8OL6,LBR,8920141.0,2012-01-07T07:14:53Z,2018-06-30T20:17:40Z,Ningbo,Visakhapatnam
636015541.0,WATER PHOENIX,A8OE3,LBR,9045168.0,2012-02-29T16:48:06Z,2012-08-15T00:07:16Z,Busan,Chennai
636018501.0,WATER PHOENIX,A8OE3,LBR,9045168.0,2018-01-23T08:09:11Z,2018-06-23T02:47:53Z,Ningbo,Chennai
636091461.0,WATER PHOENIX,A8OE3,LBR,9045168.0,2012-01-01T09:23:38Z,2012-02-20T06:08:22Z,Colombo,JNPT
636092422.0,WATER PHOENIX,A8OE3,LBR,9045168.0,2012-08-15T08:48:20Z,2018-01-23T07:58:57Z,Yantian,Mumbai
636015542.0,LAGOON PHOENIX,A8OE4,LBR,9047245.0,2012-02-25T06:02:03Z,2012-12-24T02:31:00Z,Shanghai,Visakhapatnam
636018499.0,LAGOON PHOENIX,A8OE4,LBR,9047245.0,2018-02-21T20:29:20Z,2018-06-30T13:09:38Z,Jebel Ali,Mumbai
636092421.0,LAGOON PHOENIX,A8OE4,LBR,9047245.0,2012-12-24T07:03:58Z,2018-02-21T19:53:59Z,Colombo,Chennai
636018031.0,BAO REEFER,A8JI3,LBR,9066485.0,2017-05-24T14:59:47Z,2018-05-28T11:09:18Z,Yantian,Chennai
636091096.0,PRINCE OF WAVES,A8JI3,LBR,9066485.0,2012-01-07T22:54:14Z,2017-05-24T04:36:38Z,Shanghai,Mundra
636018457.0,PRINCE OF SEAS,A8JI5,LBR,9014444.0,2017-12-27T11:07:37Z,2018-06-30T23:16:31Z,Colombo,Visakhapatnam
636091098.0,PRINCE OF SEAS,A8JI5,LBR,9014444.0,2012-01-12T09:40:51Z,2017-12-27T10:41:07Z,Ningbo,Visakhapatnam
277099000.0,ARGO,LYKM,LTU,8506737.0,2012-10-25T09:32:56Z,2012-10-25T12:49:18Z,Qingdao,Visakhapatnam
277247000.0,MARSAS,LYOT,LTU,8818893.0,2012-01-02T22:38:00Z,2012-05-23T09:31:12Z,Jebel Ali,Kolkata
277254000.0,LYRA,LYOY,LTU,9009695.0,2012-01-01T04:30:14Z,2012-08-28T16:53:08Z,Ningbo,Mundra
277312000.0,ANDROMEDA,LYRJ,LTU,8806242.0,2012-01-06T04:43:29Z,2018-06-30T23:42:27Z,Yantian,Kolkata
277327000.0,LIBRA,LYRT,LTU,9009683.0,2012-01-01T04:37:26Z,2018-06-30T23:42:11Z,Busan,Mumbai
277348000.0,CAPELLA,LYSG,LTU,9047257.0,2012-01-01T00:07:22Z,2018-06-30T23:24:07Z,Busan,Visakhapatnam
277380000.0,CAPELLA,LYSG,LTU,9047257.0,2014-10-08T03:17:01Z,2017-12-08T15:22:25Z,Yantian,Visakhapatnam
277397000.0,CASSIOPEA,LYTA,LTU,9047269.0,2012-01-01T00:08:13Z,2018-06-30T23:52:19Z,Yantian,Chennai
